Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
54,2,548,1,8,4,1,3,0,3,2,2,3,2,3780,7,0,11,3,3,19.0,3,1,0.0,0.0,0.0,0
34,2,1303,1,2,4,1,4,1,2,1,6,3,0,2768,3,0,12,3,3,14.0,3,7,3.0,5.0,7.0,0
46,2,1125,2,10,3,2,3,0,2,3,7,4,1,9071,2,1,19,3,3,15.0,3,3,2.0,1.0,2.0,0
31,2,1274,1,9,1,1,3,1,3,3,4,2,0,10648,1,0,25,4,4,13.0,4,13,8.0,0.0,8.0,0
33,2,1277,1,15,1,3,2,1,3,3,3,3,1,13610,7,1,12,3,4,15.0,4,7,6.0,7.0,7.0,1
33,2,587,1,10,1,3,1,1,1,1,2,4,0,3408,7,0,13,3,1,8.0,3,4,3.0,1.0,3.0,1
30,2,413,2,7,1,2,4,1,3,1,8,2,2,2983,0,0,14,3,1,4.0,3,3,2.0,1.0,2.0,0
35,2,1276,1,16,3,1,4,1,3,3,0,3,1,7632,4,1,12,3,3,10.0,3,8,7.0,0.0,0.0,0
31,1,534,1,20,3,1,1,1,3,3,0,3,1,9824,3,0,12,3,1,12.0,3,1,0.0,0.0,0.0,1
34,1,988,0,23,3,0,2,0,3,3,1,1,0,9950,9,1,15,3,3,11.0,3,3,2.0,0.0,2.0,1
42,1,1474,1,5,2,4,2,1,3,1,2,3,1,2093,4,0,17,3,4,8.0,3,2,2.0,2.0,0.0,0
36,0,635,2,10,4,3,2,1,3,3,7,4,2,9980,1,0,14,3,4,10.0,2,10,3.0,7.5,7.0,0
22,1,1368,1,4,1,5,3,1,2,1,2,3,2,3894,5,0,16,3,3,4.0,3,2,2.0,1.0,2.0,1
48,2,163,2,2,5,2,2,0,3,2,7,4,1,4051,2,0,14,3,1,14.0,3,9,7.0,6.0,7.0,0
55,2,1117,2,18,5,1,1,0,3,4,3,2,2,16581,3,0,23,4,4,28.5,3,10,9.0,7.0,7.0,0
41,0,267,2,10,2,1,4,1,3,2,7,4,2,6230,7,0,14,3,4,16.0,3,14,3.0,1.0,10.0,0
35,2,619,2,1,3,2,2,1,3,2,7,3,1,4717,9,0,11,3,3,15.0,3,11,9.0,6.0,9.0,0
40,2,302,1,6,3,1,2,0,3,4,4,3,2,13237,7,0,15,3,3,22.0,3,18,6.0,5.0,13.0,0
39,1,443,1,8,1,1,3,0,3,1,2,3,1,3755,1,0,11,3,1,8.0,3,8,3.0,0.0,7.0,0
31,2,828,2,2,1,1,2,1,3,2,7,4,2,6582,4,1,13,3,3,10.0,4,6,5.0,0.0,5.0,0
42,2,319,1,24,3,3,4,1,3,3,4,1,1,7406,1,1,21,4,4,10.0,2,10,9.0,5.0,8.0,0
45,2,561,2,2,3,4,4,1,3,2,7,2,1,4805,0,0,19,3,2,9.0,4,8,7.0,3.0,7.0,0
26,1,426,0,17,4,1,2,0,3,1,1,3,0,2741,0,1,11,3,2,8.0,2,7,7.0,1.0,0.0,1
29,2,232,1,19,3,5,4,1,3,2,4,4,0,4262,4,0,12,3,2,8.0,4,3,2.0,1.0,2.0,0
33,2,922,1,1,5,3,1,0,4,4,5,3,0,16184,4,0,19,3,3,10.0,3,6,1.0,0.0,5.0,0
31,2,688,2,7,3,1,3,1,2,3,3,4,0,11557,9,0,21,4,3,10.0,2,5,4.0,0.0,1.0,0
18,1,1306,2,5,3,2,2,1,3,1,8,2,2,1878,1,1,14,3,4,0.0,3,0,0.0,0.0,0.0,1
40,0,1094,2,28,3,4,3,1,1,3,7,1,0,10932,3,0,15,3,3,20.0,3,1,0.0,0.0,1.0,0
41,0,509,1,2,4,4,1,0,2,2,0,3,2,6811,2,1,17,3,1,10.0,3,8,7.0,0.0,7.0,0
26,2,775,2,29,2,3,1,1,3,2,7,3,0,4306,5,0,12,3,1,8.0,3,0,0.0,0.0,0.0,0
35,2,195,2,1,3,3,1,0,3,2,7,3,2,4859,1,0,16,3,4,5.0,3,5,4.0,0.0,3.0,0
34,2,258,2,21,4,1,4,1,4,2,7,4,2,5337,1,0,12,3,4,10.0,3,10,7.0,5.0,7.0,0
26,2,471,1,24,3,5,3,1,1,1,2,4,2,2340,1,1,18,3,2,1.0,1,1,0.0,0.0,0.0,1
37,2,799,1,1,3,5,2,0,3,3,4,4,2,7491,4,0,17,3,4,12.0,4,6,5.0,1.0,2.0,0
46,1,1034,1,18,1,3,1,0,3,3,0,3,1,10527,5,0,11,3,4,28.0,2,2,2.0,1.0,2.0,0
41,2,1276,2,2,5,1,2,0,3,4,3,1,1,16581,7,0,16,3,2,22.0,3,18,14.5,7.5,8.0,0
37,0,142,2,9,4,3,1,1,3,3,7,2,0,8834,1,0,13,3,4,9.0,3,9,5.0,7.0,7.0,0
52,2,956,1,6,2,5,4,1,3,2,6,1,0,5577,3,1,12,3,2,18.0,3,10,9.0,6.0,9.0,0
32,0,1474,2,11,4,4,4,1,4,2,7,3,1,4707,8,0,12,3,4,6.0,3,4,2.0,1.0,2.0,1
24,1,535,2,24,3,3,4,1,3,1,8,4,1,2400,0,0,13,3,3,3.0,3,2,2.0,2.0,1.0,0
38,2,1495,1,10,3,3,3,0,3,2,0,3,1,9824,3,0,19,3,3,18.0,3,1,0.0,0.0,0.0,0
37,2,446,1,1,4,1,2,0,3,2,4,2,1,6447,6,0,12,3,2,8.0,2,6,5.0,4.0,3.0,0
49,2,1245,1,18,4,1,4,1,2,5,5,3,0,16581,1,1,17,3,3,28.5,3,18,9.0,0.0,9.0,0
24,2,691,1,23,3,3,2,1,4,1,6,4,1,2725,1,1,11,3,2,6.0,3,6,5.0,1.0,4.0,0
26,2,703,2,28,2,2,1,1,3,2,7,2,1,6272,1,0,20,4,4,6.0,4,5,3.0,1.0,4.0,0
24,2,823,1,17,2,4,4,1,2,1,2,2,1,2127,1,0,21,4,4,1.0,3,1,0.0,0.0,0.0,0
50,1,1246,0,3,3,3,1,1,3,5,3,2,1,16581,1,0,11,3,3,28.5,3,18,5.0,7.5,7.0,0
25,2,622,2,13,1,3,2,1,3,1,8,3,1,2096,1,0,11,3,3,7.0,3,7,4.0,0.0,6.0,0
24,1,1287,1,7,3,1,1,0,3,1,2,3,1,2886,1,1,16,3,4,6.0,3,6,3.0,1.0,2.0,1
30,1,448,2,12,4,1,2,1,2,1,8,1,1,2033,1,0,18,3,3,1.0,4,1,0.0,0.0,0.0,1
34,2,254,1,1,2,1,2,1,2,1,6,4,1,3622,1,1,13,3,4,6.0,3,6,5.0,1.0,3.0,0
31,2,1365,2,13,4,3,2,1,3,2,7,1,0,4233,2,0,17,3,3,9.0,1,3,1.0,1.0,2.0,1
35,2,538,1,25,2,4,1,1,2,2,2,4,2,3681,4,0,14,3,4,9.0,3,3,2.0,0.0,2.0,0
31,2,525,2,6,4,3,1,1,4,2,7,4,0,5460,4,0,22,4,4,13.0,4,7,7.0,5.0,7.0,0
27,2,798,1,6,4,3,1,0,2,1,6,3,0,2187,0,0,12,3,3,6.0,2,5,3.0,0.0,3.0,0
37,2,558,2,2,3,2,4,1,3,2,7,3,1,9602,4,1,11,3,3,17.0,2,3,0.0,1.0,0.0,0
20,2,959,1,1,3,1,4,0,2,1,6,2,2,2836,1,0,13,3,4,1.0,4,1,0.0,0.0,0.0,0
42,2,622,1,2,4,1,3,0,3,2,0,4,1,4089,1,0,13,3,2,10.0,3,10,2.0,2.0,2.0,0
43,2,782,1,6,4,4,2,1,2,4,5,4,0,16581,4,1,14,3,3,21.0,2,1,0.0,0.0,0.0,0
38,2,362,1,1,1,1,3,0,3,1,6,1,2,2619,3,0,17,3,4,8.0,2,0,0.0,0.0,0.0,0
43,1,1001,1,9,5,3,4,1,3,2,2,3,0,5679,3,1,13,3,2,10.0,3,8,7.0,4.0,7.0,0
48,2,1236,1,1,4,1,4,0,2,4,3,1,1,15402,7,0,11,3,1,21.0,1,3,2.0,0.0,2.0,0
44,2,1112,0,1,4,1,1,0,2,2,1,3,2,5985,4,0,11,3,2,10.0,4,2,2.0,0.0,2.0,0
34,2,204,2,14,3,5,3,0,3,1,8,3,0,2579,1,1,18,3,4,8.0,3,8,2.0,0.0,6.0,0
27,2,1420,2,2,1,2,3,1,3,1,8,1,0,3041,0,0,11,3,2,5.0,3,4,3.0,0.0,2.0,1
21,2,1343,2,22,1,5,3,1,3,1,8,3,2,3447,1,0,11,3,3,3.0,3,3,2.0,1.0,2.0,0
44,2,1315,1,3,4,4,4,1,3,5,3,4,1,16581,4,1,12,3,1,26.0,4,2,2.0,0.0,1.0,0
22,2,604,1,6,1,3,1,1,3,1,6,3,1,2773,0,0,20,4,4,3.0,3,2,2.0,2.0,2.0,0
33,2,1216,2,8,4,2,3,1,3,2,7,3,0,7104,0,0,12,3,4,6.0,3,5,0.0,1.0,2.0,0
32,2,646,1,9,4,1,1,0,3,2,6,4,1,6322,1,1,12,3,4,6.0,2,6,4.0,0.0,5.0,0
30,1,160,1,3,3,3,3,0,3,1,6,3,0,2083,1,0,20,4,3,1.0,3,1,0.0,0.0,0.0,0
53,2,238,2,1,1,3,4,0,3,2,7,1,2,8381,7,0,20,4,4,18.0,4,14,7.0,7.5,10.0,0
34,2,1397,1,1,5,1,2,1,3,1,6,4,1,2691,1,0,12,3,4,10.0,2,10,9.0,7.5,8.0,0
45,1,306,2,26,4,1,1,0,3,2,7,1,1,4286,2,0,14,3,4,5.0,3,1,1.0,0.0,0.0,1
26,2,991,1,6,3,1,3,0,3,1,2,4,1,2659,1,1,13,3,3,3.0,3,3,2.0,0.0,2.0,0
37,2,482,1,3,3,4,3,1,3,3,4,3,1,9434,1,0,15,3,3,10.0,3,10,7.0,7.0,8.0,0
29,2,1176,2,3,2,3,2,0,3,2,7,3,1,5561,1,0,14,3,1,6.0,2,6,0.0,1.0,2.0,0
35,2,1017,1,6,4,1,2,1,1,2,6,4,2,6646,1,0,13,3,2,17.0,3,17,11.0,7.5,8.0,0
33,1,1296,1,6,3,1,3,1,3,2,0,4,0,7725,3,0,23,4,3,15.0,1,13,11.0,4.0,7.0,0
54,2,397,0,19,4,3,3,1,3,3,1,2,1,10725,2,0,15,3,3,16.0,4,9,7.0,7.0,1.0,0
36,2,913,1,9,2,3,2,1,2,2,4,2,0,8847,2,1,11,3,3,13.0,3,3,2.0,0.0,2.0,0
27,2,1115,1,3,4,3,1,1,2,1,6,4,2,2045,0,0,13,3,4,5.0,3,4,2.0,1.0,1.0,0
20,2,1362,1,10,1,3,4,1,3,1,6,3,2,1009,1,1,11,3,4,1.0,3,1,0.0,1.0,1.0,1
33,1,1076,1,3,3,1,1,1,3,1,6,1,2,3348,1,1,11,3,1,10.0,3,10,8.0,7.5,7.0,1
35,0,727,1,3,3,1,3,1,2,1,2,3,1,1281,1,0,18,3,3,1.0,3,1,0.0,0.0,0.0,0
23,2,885,1,4,3,3,1,1,4,1,6,1,1,2819,2,0,16,3,1,5.0,4,3,2.0,0.0,2.0,0
25,2,810,2,8,3,1,4,1,4,2,7,2,1,4851,0,0,22,4,3,4.0,3,3,2.0,1.0,2.0,0
38,2,243,2,7,4,2,4,0,2,2,7,4,2,4028,0,0,20,4,1,8.0,3,7,7.0,0.0,5.0,0
29,1,806,1,1,4,1,2,1,1,1,6,4,0,2720,1,0,18,3,4,10.0,3,10,7.0,2.0,8.0,0
48,2,817,2,2,1,2,2,1,4,2,7,2,1,8120,3,0,12,3,4,12.0,3,2,2.0,2.0,2.0,0
27,1,1410,2,3,1,3,4,0,4,2,7,4,0,4647,1,1,20,4,2,6.0,3,6,5.0,0.0,4.0,0
37,2,1225,1,10,2,1,4,1,4,1,6,4,2,4680,3,0,17,3,1,4.0,3,1,0.0,0.0,0.0,0
50,2,1207,1,28,1,3,4,1,4,1,2,3,1,3221,1,1,11,3,3,20.0,3,18,8.0,3.0,8.0,0
34,2,1442,1,9,3,3,4,0,2,3,0,2,2,8621,1,0,14,3,2,9.0,4,8,7.0,7.0,7.0,0
24,2,693,2,3,2,1,1,0,3,2,7,3,2,4577,9,0,14,3,1,4.0,3,2,2.0,2.0,0.0,1
39,2,408,1,2,4,5,4,0,2,2,0,3,2,4553,1,0,11,3,1,20.0,3,18,7.0,7.5,10.0,0
32,2,929,2,10,3,2,4,1,3,2,7,4,2,5396,1,0,12,3,4,10.0,2,10,7.0,0.0,8.0,0
50,1,562,2,8,2,5,2,1,3,2,7,3,1,6796,3,1,14,3,1,18.0,3,4,3.0,1.0,3.0,1
38,2,827,1,1,4,1,2,0,4,2,0,4,2,7625,0,0,13,3,3,10.0,2,9,7.0,1.0,8.0,0
27,2,608,1,1,2,1,3,0,3,3,4,1,1,7412,1,0,11,3,4,9.0,3,9,7.0,0.0,7.0,0
32,2,1018,1,3,2,1,3,0,3,3,5,4,2,11159,3,0,15,3,4,10.0,3,7,7.0,7.0,7.0,0
47,2,703,2,14,4,2,4,1,3,2,7,1,2,4960,2,0,12,3,4,20.0,3,7,7.0,1.0,7.0,0
40,1,580,2,5,4,1,4,1,2,3,7,1,1,10475,5,1,21,4,3,20.0,3,18,13.0,1.0,12.0,0
53,2,970,1,7,3,1,3,1,4,4,5,3,1,14814,3,0,19,3,3,28.5,3,5,1.0,1.0,3.0,0
41,2,427,0,10,4,0,2,1,2,5,3,4,0,16581,3,0,15,3,2,23.0,2,18,6.0,7.5,6.0,0
60,2,1179,2,16,4,2,1,1,3,2,7,1,2,5405,8,0,14,3,4,10.0,3,2,2.0,2.0,2.0,0
27,1,294,1,10,2,1,4,1,3,3,4,1,0,8793,1,0,21,4,3,9.0,2,9,7.0,1.0,7.0,0
41,2,314,0,1,3,0,4,1,2,5,3,3,1,16581,1,0,12,3,2,22.0,3,18,7.0,2.0,10.0,0
50,2,316,2,8,4,2,4,1,3,1,8,2,1,3875,7,0,15,3,4,4.0,3,2,2.0,2.0,2.0,0
28,2,654,1,1,2,1,1,0,1,1,6,2,2,2216,7,1,13,3,4,10.0,3,7,7.0,3.0,7.0,1
36,0,427,1,8,3,1,1,0,4,3,5,1,1,11713,9,0,14,3,1,10.0,3,8,7.0,0.0,5.0,0
38,2,168,1,1,3,1,3,0,3,3,4,3,2,7861,4,1,14,3,4,10.0,4,1,0.0,0.0,0.0,0
44,0,381,1,24,3,3,1,1,1,1,2,3,2,3708,2,0,14,3,3,9.0,3,5,2.0,1.0,4.0,0
47,1,217,2,3,3,3,4,0,3,4,7,3,0,13770,9,1,12,3,4,28.0,2,18,2.0,7.5,13.0,0
30,2,501,2,27,5,2,3,1,3,2,7,4,0,5304,7,0,23,4,4,10.0,2,8,7.0,7.0,7.0,0
29,2,1396,2,10,3,1,3,1,3,1,8,3,2,2642,1,0,11,3,3,1.0,3,1,0.0,0.0,0.0,0
42,1,933,1,19,3,3,3,1,4,1,6,3,0,2759,6,1,12,3,4,7.0,3,2,2.0,2.0,2.0,1
43,1,775,2,15,3,1,4,1,2,2,7,4,1,6804,3,0,18,3,3,7.0,3,2,2.0,2.0,2.0,0
34,2,970,1,8,2,3,2,0,3,2,0,3,2,6142,3,0,11,3,4,10.0,3,5,1.0,4.0,3.0,0
23,2,650,1,9,1,3,2,1,3,1,2,1,1,2500,1,0,14,3,4,5.0,4,4,3.0,0.0,2.0,0
39,2,141,0,3,3,0,3,0,4,2,1,2,1,6389,9,0,15,3,3,12.0,1,8,3.0,3.0,6.0,0
56,2,832,1,9,3,3,3,1,3,4,0,4,1,11103,7,0,11,3,3,28.5,2,10,7.0,1.0,1.0,0
40,2,804,1,2,1,3,4,0,2,1,6,4,2,2342,0,1,20,4,4,5.0,2,4,2.0,2.0,3.0,0
27,2,975,1,7,3,3,4,0,2,2,0,1,2,6811,8,0,19,3,1,9.0,1,7,6.0,0.0,7.0,0
29,2,1090,2,10,3,2,4,1,3,1,8,2,0,2297,1,0,14,3,4,2.0,3,2,2.0,2.0,2.0,0
53,2,346,1,6,3,1,4,1,3,2,2,4,2,2450,2,0,17,3,4,19.0,3,2,2.0,2.0,2.0,0
35,0,1225,1,2,4,1,4,0,3,2,0,1,0,5093,2,0,11,3,1,16.0,4,1,0.0,0.0,0.0,0
32,1,430,1,24,4,1,1,1,3,2,2,4,1,5309,1,0,15,3,4,10.0,3,10,8.0,4.0,7.0,0
38,2,268,1,2,5,3,4,1,3,1,6,3,1,3057,6,1,13,3,2,6.0,1,1,0.0,0.0,1.0,0
34,2,167,1,8,5,1,2,0,3,2,4,1,0,5121,3,0,14,3,3,7.0,3,0,0.0,0.0,0.0,0
52,2,621,2,3,4,2,3,1,2,4,3,1,1,16581,1,0,11,3,1,28.5,4,18,6.0,1.0,14.5,0
33,2,527,1,1,4,4,4,1,3,1,6,4,2,2686,1,1,13,3,3,10.0,2,10,9.0,7.0,8.0,1
25,2,883,2,26,1,3,3,0,3,2,7,4,2,6180,1,0,23,4,2,6.0,2,6,5.0,1.0,4.0,0
45,2,954,2,2,2,5,2,1,1,2,8,3,2,6632,0,0,13,3,1,9.0,3,8,7.0,3.0,1.0,0
23,2,310,1,10,1,3,1,1,4,1,6,3,2,3505,1,0,18,3,4,2.0,3,2,2.0,0.0,2.0,0
47,1,719,2,27,2,1,2,0,4,2,7,3,2,6397,4,1,12,3,4,8.0,3,5,4.0,1.0,3.0,1
34,2,304,2,2,3,4,4,1,3,2,7,4,2,6274,1,0,22,4,3,6.0,3,6,5.0,1.0,4.0,0
55,2,725,1,2,3,3,4,1,3,5,3,1,1,16581,5,1,13,3,4,24.0,3,5,2.0,1.0,4.0,1
36,0,1434,2,8,4,1,1,1,2,3,7,1,2,7587,1,0,15,3,2,10.0,3,10,7.0,0.0,9.0,0
52,0,715,1,19,4,3,4,1,3,1,6,4,1,4258,0,0,18,3,1,5.0,3,4,3.0,1.0,2.0,0
26,1,575,1,1,2,1,1,0,1,1,2,4,0,4364,3,0,14,3,1,5.0,3,2,2.0,2.0,0.0,0
29,2,657,1,27,3,3,2,0,3,2,0,3,1,4335,4,0,12,3,1,11.0,2,8,7.0,1.0,1.0,0
26,2,1146,2,8,3,5,4,1,2,2,7,1,2,5326,6,0,17,3,3,6.0,2,4,3.0,1.0,2.0,1
34,2,182,1,1,4,1,2,0,4,1,6,4,2,3280,2,0,16,3,3,10.0,3,4,2.0,1.0,3.0,0
54,2,376,1,19,4,3,4,0,3,2,4,1,0,5485,9,1,11,3,2,9.0,3,5,3.0,1.0,4.0,0
27,1,829,2,8,1,2,3,1,3,2,7,4,1,4342,0,0,19,3,2,5.0,3,4,2.0,1.0,1.0,0
37,2,571,1,10,1,1,4,0,3,1,6,1,0,2782,0,1,13,3,2,6.0,2,5,3.0,4.0,3.0,0
38,1,240,1,2,4,1,1,0,4,2,4,1,2,5980,6,1,12,3,4,17.0,3,15,7.0,4.0,12.0,0
34,2,121,1,2,4,3,3,0,2,1,6,1,2,4381,1,0,11,3,3,6.0,3,6,5.0,1.0,3.0,0
35,2,384,2,8,4,1,1,0,3,1,8,4,1,2572,1,0,16,3,2,3.0,2,3,2.0,0.0,2.0,0
30,2,921,1,1,3,1,4,1,1,1,2,3,1,3833,3,0,21,4,3,7.0,3,2,2.0,0.0,2.0,0
40,1,791,1,2,2,3,3,0,4,2,0,2,1,4244,1,0,24,4,4,8.0,3,8,7.0,3.0,7.0,0
34,2,1111,2,8,2,1,3,0,3,2,7,1,1,6500,5,0,17,3,2,6.0,3,3,2.0,1.0,2.0,0
42,1,570,1,8,3,1,2,1,3,5,3,4,0,16581,1,0,13,3,2,24.0,2,18,7.0,7.5,9.0,0
23,2,1243,1,6,3,1,3,1,4,1,2,1,1,1601,1,1,21,4,3,1.0,3,0,0.0,0.0,0.0,1
24,0,1092,1,9,3,1,3,1,2,1,2,2,0,2694,1,0,11,3,3,1.0,3,1,0.0,0.0,0.0,0
52,2,1325,1,11,4,1,4,0,3,2,2,3,1,3149,8,0,20,4,2,9.0,3,5,2.0,1.0,4.0,0
50,2,691,1,2,3,3,3,1,3,4,5,3,1,16581,5,0,16,3,4,28.5,3,4,3.0,0.0,3.0,0
29,2,805,1,1,2,1,2,0,2,1,2,1,1,2319,1,1,11,3,4,1.0,3,1,0.0,0.0,0.0,1
33,2,213,1,7,3,3,3,1,3,3,5,3,1,11691,0,0,11,3,4,14.0,4,13,9.0,3.0,7.0,0
33,2,118,2,16,3,2,1,0,3,2,7,1,2,5324,5,0,15,3,3,6.0,3,3,2.0,0.0,2.0,1
47,2,202,1,2,2,4,3,0,3,4,3,4,1,16581,1,1,11,3,3,26.0,2,18,14.0,3.0,0.0,0
36,2,676,1,1,3,4,3,0,3,2,4,2,1,5228,0,0,15,3,1,10.0,3,9,7.0,0.0,5.0,0
29,2,1252,1,23,2,1,3,1,4,1,6,3,1,2700,1,0,24,4,3,10.0,3,10,7.0,0.0,7.0,0
58,2,286,1,2,4,1,4,1,3,5,5,2,2,16581,7,1,12,3,4,28.5,3,18,14.5,7.5,8.0,1
35,2,1258,1,1,4,1,4,0,4,1,6,3,2,2506,3,0,13,3,3,7.0,3,2,2.0,2.0,2.0,0
42,2,932,1,1,2,1,4,0,2,2,4,4,1,6062,9,1,13,3,4,8.0,3,4,3.0,0.0,2.0,0
28,2,890,1,2,4,3,3,1,3,1,6,3,2,4382,6,0,17,3,4,5.0,2,2,2.0,2.0,1.0,1
36,2,1041,0,13,3,0,3,1,3,1,1,2,1,2143,4,0,13,3,2,8.0,3,5,2.0,0.0,4.0,0
32,2,859,1,4,3,1,3,0,2,2,4,3,1,6162,1,0,12,3,3,14.0,3,14,13.0,6.0,8.0,0
40,1,720,1,16,4,3,1,1,2,2,2,3,2,5094,6,0,14,3,4,10.0,3,1,0.0,0.0,0.0,0
30,2,946,1,2,3,3,3,0,2,2,4,4,2,6877,5,1,24,4,2,12.0,2,0,0.0,0.0,0.0,0
45,2,252,1,2,3,1,2,0,2,1,6,3,2,2274,1,0,14,3,4,1.0,3,1,0.0,0.0,0.0,0
42,2,933,1,29,3,1,2,1,3,2,4,2,1,4434,1,0,13,3,4,10.0,2,9,8.0,7.0,8.0,0
38,1,471,1,12,3,1,1,1,2,2,0,1,0,6288,2,0,15,3,3,13.0,2,4,3.0,1.0,2.0,0
34,1,702,1,16,4,1,3,0,2,1,6,4,2,2553,1,0,16,3,3,6.0,3,5,2.0,1.0,3.0,0
49,2,1184,2,11,3,2,3,0,3,3,7,4,1,7654,1,0,18,3,1,9.0,4,9,8.0,7.0,7.0,1
55,2,436,2,2,1,3,3,1,3,2,7,4,2,5160,4,0,16,3,3,12.0,2,9,7.0,7.0,3.0,1
43,2,589,1,14,2,1,2,1,3,4,5,1,1,16581,6,0,24,4,3,22.0,3,4,1.0,1.0,0.0,0
27,2,269,1,5,1,5,3,1,2,3,5,4,0,12808,1,1,16,3,2,9.0,3,9,8.0,0.0,8.0,0
35,2,950,1,7,3,4,3,1,3,3,4,3,2,10221,3,0,21,4,2,17.0,4,8,5.0,1.0,6.0,0
28,2,760,2,2,4,2,2,0,3,2,7,2,1,4779,1,1,20,4,1,8.0,3,8,7.0,7.0,5.0,0
34,2,829,0,3,2,0,3,1,3,1,1,4,1,3737,0,0,19,3,3,4.0,1,3,2.0,0.0,2.0,0
26,1,887,1,5,2,3,3,0,2,1,6,3,1,2366,1,1,14,3,1,8.0,3,8,7.0,1.0,7.0,1
27,0,443,1,3,3,3,4,1,3,1,6,4,1,1706,1,0,11,3,3,0.0,2,0,0.0,0.0,0.0,0
51,2,1318,2,26,4,2,1,0,3,4,3,3,1,16307,2,0,14,3,3,28.5,2,18,6.0,4.0,14.5,0
44,2,625,1,4,3,3,4,1,3,2,0,2,2,5933,9,0,12,3,4,10.0,2,5,2.0,2.0,3.0,0
25,2,180,1,2,1,3,1,1,4,1,6,1,2,3424,7,0,13,3,3,6.0,2,4,3.0,0.0,1.0,0
33,2,586,2,1,3,3,1,1,4,2,7,1,0,4037,1,0,22,4,1,9.0,3,9,8.0,0.0,8.0,0
35,2,1343,1,27,1,3,3,0,2,1,6,1,2,2559,1,0,11,3,4,6.0,2,6,5.0,1.0,1.0,0
36,2,928,2,1,2,1,2,1,3,2,7,4,1,6201,1,1,14,3,4,18.0,2,18,14.0,4.0,11.0,0
32,2,117,2,13,4,1,2,1,3,2,7,4,0,4403,2,0,11,3,3,8.0,2,5,2.0,0.0,3.0,0
30,1,1012,1,5,4,1,2,1,2,1,6,4,0,3761,9,0,12,3,2,10.0,2,5,4.0,0.0,3.0,0
53,2,661,2,7,2,2,1,0,2,3,7,4,1,10934,7,1,18,3,4,28.5,3,5,2.0,0.0,4.0,0
45,2,930,2,9,3,2,4,1,3,3,7,1,0,10761,4,1,12,3,3,18.0,3,5,4.0,0.0,2.0,0
32,2,638,1,8,2,3,3,0,4,2,6,3,1,5175,5,0,12,3,3,9.0,2,5,3.0,1.0,3.0,0
52,1,890,1,25,4,3,3,0,2,4,4,4,1,13826,3,0,22,4,3,28.5,3,9,8.0,0.0,0.0,0
37,2,342,2,16,4,2,4,1,2,2,7,3,0,6334,4,0,19,3,4,9.0,3,1,0.0,0.0,0.0,0
28,2,1169,0,8,2,3,2,1,2,1,1,4,0,4936,1,0,13,3,4,6.0,3,5,1.0,0.0,4.0,0
22,2,1230,1,1,2,1,4,1,2,2,4,4,1,4775,6,0,22,4,1,4.0,1,2,2.0,2.0,2.0,0
44,2,986,1,8,4,1,1,1,4,1,2,4,1,2818,2,1,24,4,3,10.0,2,3,2.0,0.0,2.0,0
42,1,1271,1,2,1,3,2,1,3,1,6,4,2,2515,5,1,14,3,4,8.0,3,2,1.0,2.0,2.0,0
36,2,1278,0,8,3,1,1,1,2,1,1,1,1,2342,0,0,21,4,3,6.0,3,5,4.0,0.0,3.0,0
25,2,141,2,3,1,4,3,1,3,2,7,1,1,4194,1,1,18,3,4,5.0,3,5,3.0,0.0,3.0,0
35,2,607,1,9,3,1,4,0,2,3,4,3,1,10685,1,1,20,4,2,17.0,3,17,14.0,5.0,14.5,0
35,1,130,1,25,4,1,4,0,3,1,6,2,0,2022,1,1,19,3,1,10.0,2,10,2.0,7.0,8.0,1
32,0,300,1,1,3,1,4,1,3,1,2,4,0,2314,0,0,12,3,2,4.0,3,3,0.0,0.0,2.0,0
25,2,583,2,4,1,2,3,1,2,2,7,1,1,4256,1,0,12,3,1,5.0,4,5,2.0,0.0,3.0,0
49,2,1418,1,1,3,5,3,0,3,1,6,1,1,3580,2,0,16,3,2,7.0,3,4,2.0,0.0,2.0,0
24,0,1269,1,4,1,1,1,1,2,1,2,4,1,3162,0,0,17,3,4,6.0,2,5,2.0,3.0,4.0,0
32,1,379,2,5,2,1,2,1,3,2,7,2,1,6524,1,0,14,3,4,10.0,3,10,8.0,5.0,3.0,0
38,2,395,2,9,3,2,2,1,2,1,8,2,1,2899,0,0,19,3,4,3.0,3,2,2.0,1.0,2.0,0
42,2,1265,1,3,3,1,3,0,4,2,2,4,1,5231,2,1,13,3,2,17.0,2,5,3.0,1.0,3.0,0
31,2,1222,1,11,4,1,4,1,3,1,6,4,1,2356,3,1,19,3,2,8.0,3,6,4.0,0.0,2.0,0
29,2,341,2,1,3,3,2,0,2,1,8,3,0,2800,6,1,19,3,3,5.0,3,3,2.0,0.0,2.0,1
53,2,868,2,8,3,2,1,1,3,4,7,4,1,11836,5,0,14,3,3,28.0,3,2,0.0,2.0,2.0,0
35,2,672,1,25,3,5,4,1,2,3,4,2,1,10903,3,0,16,3,1,16.0,3,13,10.0,4.0,8.0,0
